label,text,source
Business,"How realistic is India's quest for magnets made of rare earths. India has a $800m plan to make rare earth magnets, aiming to reduce dependence on Chinese imports - but can it work?",https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,'They are essential':  How smoke detectors are evolving. AI trained to recognise fire is among the latest developments in fire alarm tech.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,"Honey, I shrunk the data centres: Is small the new big?. Huge data centres are being built to handle AI computing but some experts say they aren't necessary.",https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,Why are more bosses sharing the top job?. More bosses are sharing the top job giving them more time for family and breaks.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,Why luxury carmakers are now building glitzy skyscrapers. Bugatti is the latest auto firm to construct an opulent apartment building for the super rich.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,"'I had no electricity for six months': US families struggle with soaring energy prices. Rising electricity costs have emerged as a key cost-of-living concern, pushing families further into debt.",https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,Excel: The software that's hard to quit. Companies are trying to wean staff off Excel spreadsheets to centralise control of their data.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,How tariff disruption will continue reshaping the global economy in 2026. Trump's import levies are still changing the patterns of international trade.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,How the new road safety measures could affect you. The government is proposing lowering alcohol limits for drivers and regular eye tests for older motorists.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Business,How the defence sector is battling a skills crisis. Attracting younger workers into the defence industry can be challenging.,https://feeds.bbci.co.uk/news/business/rss.xml?edition=int
Entertainment,"Blockbusters, battles and Brits: Hollywood gears up for Oscar nominations. Sinners, Marty Supreme, Hamnet and One Battle After Another are all in contention this year.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Olivia Dean and Lola Young dominate Brit Award nominations. A new wave of pop stars lead the shortlist, while Pulp pick up their first nomination in 30 years.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Ashton Kutcher: Hollywood isn't to blame for pushing unrealistic beauty standards. The actor stars in The Beauty,  which explores the negative impact of a world full of beautiful people.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Prue Leith leaves The Great British Bake Off. She has been a judge on Channel 4's baking competition alongside Paul Hollywood since 2017.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Taylor Swift makes history as she joins Songwriters Hall of Fame. The US pop superstar is among nine songwriters who have been inducted into the 2026 class.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Women experience harassment and rape in Scottish folk scene, says report. The survey of 409 women - most of them musicians, teachers or students - found 81% had suffered some form of abuse.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,The Doors' unseen memorabilia to go under the hammer. The collection goes under the hammer at Ewbank's Auctions in Woking on 26 February.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,BBC to make shows for YouTube in landmark new deal. The new shows will be made for YouTube before also landing on the BBC's iPlayer and Sounds platforms.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Kim Petras asks to leave record label over album delays. The Grammy winner claims her label has ""refused"" to give her a release date for her new album.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Jason Statham: I've taken a lot of stunts too far. The 58-year-old has no inclination to step back from the physical demands of his work and says he's ""in for a penny, in for a pound"".",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Blake Lively called Justin Baldoni 'a clown' in text messages. Newly unsealed court documents show Lively criticising the It Ends With Us director.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Coldplay help teen's campaign dream come true. Isla, 14, from Plymouth, has scoliosis and was asked to share with stage with Coldplay.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Actor Timothy Busfield to be released from jail in sex abuse case. The Emmy-winning actor is accused of sexually abusing two boys on the set of a TV series he directed and produced.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"'It's harder to sell tickets': Grassroots music venues struggle to make profit. Thirty venues closed last year, and 6,000 staff were laid off as small venues saw their costs soar.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Drama classes help GPs handle difficult patients. Hull Truck Theatre's classes aim to build communication, empathy and confidence in trainee GPs.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Beckham v Peltz Beckham: Could Brooklyn torpedo the family brand?. Brooklyn's explosive post about Brand Beckham ""has ruptured it from within"", one commentator says.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Film about Palestinian girl's desperate plea was a 'way to not feel helpless', says director. Kaouther Ben Hani's Oscar hopeful, The Voice of Hind Rajab, tells the tale of a girl killed in Gaza.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Sophie Turner on why being at your lowest is liberating. The Game of Thrones star is leaning into the role of a disgruntled office worker in new drama Steal.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Brit Awards 2026: Full list of nominees. Find out who's nominated at the biggest night in British music, from Sam Fender to Bad Bunny.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,The bombshell claims in Brooklyn Beckham's post - from wedding dress drama to 'hijacked' first dance. The 26-year-old made a series of allegations in a six-page Instagram post on Monday.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"Who is Brooklyn's wife, Nicola Peltz Beckham?. Nicola Peltz Beckham is an actress and director who is the daughter of billionaires.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,Chris Pratt on new film Mercy: I asked to be locked into an executioner's chair. The Marvel star plays a detective with 90 minutes to prove to an AI judge he did not murder his wife.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,In pictures: Valentino's life and work - and the stars who shared his journey. His creations have featured at countless red carpets and award ceremonies around the world.,https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"The mysterious singer with millions of streams - but who (or what) is she?. She has millions of Spotify listeners, but fans don't know what to believe about whether she's real.",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Entertainment,"It started as fan-fiction smut. Now everyone is talking about TV drama Heated Rivalry. Rachel Reid thought her books, about an illicit relationship between two star hockey players, were ""unadaptable"".",https://feeds.bbci.co.uk/news/entertainment_and_arts/rss.xml?edition=int
Health,"Families 'failed' by trust meet ahead of inquiry. Families and patients will discuss what want raised by an inquiry into the Tees, Esk and Wear Valleys Trust.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,How the NHS became the battleground in the trans debate facing workplaces. What's next for employers and their staff in the aftermath of the Darlington nurses ruling?,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Why doing a mix of exercise could be the key to longer life. Don't just focus on one activity - doing a variety every week gives you more health benefits, a study suggests.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Finger-prick blood test could be early warning for children with type 1 diabetes. A simple finger-prick blood test can find those at risk so they can get the right treatment.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Botched 'Turkey teeth' op victim warns of dangers. Leanne Abeyance, from Telford, is waiting for reconstructive surgery and remains in constant pain.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,The hospitals where waiting times are getting worse. Is yours one of them?. Nearly a quarter of hospital trusts in England have seen waiting times deteriorate in the past year.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Is fibre the new protein? The surprising health benefits of the latest wellness trend. It was once seen as an ""unsexy nutrient"" but its health benefits beyond the bowel are now in the spotlight.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,'Just bad luck': The teenage cousins living with inoperable brain tumours. Lachlan Lindsay and Hazel Dempster were both diagnosed with brain tumours as children.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Life-extending prostate cancer drug to be offered to thousands in England. Abiraterone will be available in a matter of weeks and will be offered to 7,000 men a year.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"NHS trust used charity funds for leaving party. Bosses, in a post to staff, say in hindsight, it was not a good use of charitable funds.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Hospitals with unsafe concrete expected to miss rebuild deadline. Seven hospitals with Raac that were prioritised last year are not expected to be completed on time - some not until 2032/33.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Hospital violated trans complaint nurses' dignity, tribunal rules. A judge says the hospital chiefs' changing room policy created a ""hostile"" environment for women.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"I'm allergic to cold - anything below 12C and I break out in hives. Amber breaks out in hives if the temperature goes below 12C (53F) and wishes for a ""normal life"".",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,First leukaemia patient to get new form of treatment on NHS says it is 'very sci-fi'. Oscar Murphy has an aggressive form of the blood cancer and is the first to get CAR-T therapy in the UK.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Safe spaces needed for drug-addicted children, say grieving mums. More children in England are in drug and alcohol treatment, but families say many cannot get help.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Hospital alert after fake doctor-endorsed videos. Guy's and St Thomas' NHS Trust says online videos falsely show clinicians promoting weight loss patches.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Revolutionary eye injection saved my sight, says first-ever patient. Nicki's eye had collapsed in on itself, but a new gel injection method has saved her vision.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Letby trust pays £1.4m damages to ex CEO. Dr Susan Gilby told the BBC she was relieved the case was over and that it ""was never about the money.""",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"I didn't give up, I let go. How I came to terms with not having children. After a decade of trying for a baby, Caroline and her husband decided they needed to build a different future.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,I spent months trying to find out if boosting my gut health could help me age better. Health editor Hugh Pym revamped his diet after a test suggested his gut health appeared to look five years older than he was,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Babies in Midlands and North 'more likely to die around birth'. A study found the 10 consistently worst-performing centres were all in the Midlands and North of England.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Why the NHS still wastes billions on patients who don't need to be in hospital. The delayed discharge challenge throws up deeper questions about the care system, co-ordination - and whether some patients are over-treated",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Plastic surgeon who fled from inspectors suspended. Dr Sayed Mia tried to flee when inspectors arrived at the central London clinic where he worked.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Eye surgeon's advice after his own sight-saving op. Dr Amir Hamid said his sight was saved by quick treatment when he had symptoms of a detached retina.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"People who come off slimming jabs regain weight four times faster than dieters. Overweight people shed large amounts on jabs but gain 0.8 kg a month on average once off them, study shows.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Flu on the rise again after Christmas mixing, says NHS. Cases up after two weeks of decline, as hospitals report rise in slips and falls because of cold snap.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Flu: How are hospitals in your area affected?. Use our interactive tool to explore the latest flu numbers in your area,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Critical incidents declared at two hospital trusts. NHS bosses are urging people to only come to A&amp;E if it is an emergency.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,What is happening to flu this winter - and should you buy a vaccine?. Flu has come early this year with a new mutated version of the virus circulating.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Toddler finally home from hospital for Christmas. Bertie Melly was in hospital for 18 months after his premature birth in May 2024.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Is it a cold, 'super flu' or Covid? How to tell the difference. How to identify whether you have cold, flu or Covid and how to look after yourself.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Flu wave hits England's busiest A&E - hundreds of patients are arriving a day. The BBC visits Leicester Royal Infirmary to witness first-hand how it's coping with an early surge in cases of winter bugs.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,What's really going on with flu this winter?. We've been told we're facing an unprecedented superflu. Is it?,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Has flu peaked? What the figures tell us. NHS remains on high alert over flu, health bosses say, but there are signs infections are levelling off.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Private flu vaccine stocks running low as cases rise. Those eligible for a vaccine can access jabs from the NHS, but experts say that people have turned to pharmacies for convenience.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Ambulance demand spikes as flu season worsens. The service says calls increased by 20% in the past week, fuelled by illnesses such as the flu.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Some schools disrupted amid rise in flu cases. Flu is on the rise, but ministers say schools should only close in extreme circumstances.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,Flu jabs offered in pub in vaccination drive. Regular pop-up vaccination clinics are available at The Bevy community pub in Brighton.,https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Much of £11bn Covid scheme fraud 'beyond recovery', report says. The response to the pandemic led to ""enormous outlays of public money which exposed it to the risk of fraud and error"", a report says.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
Health,"Government racks up £100m bill responding to Covid inquiry. BBC analysis shows cost to taxpayer is 50% higher than thought, with inquiry's own costs at £192m.",https://feeds.bbci.co.uk/news/health/rss.xml?edition=int
